datetime,price,ticker
2024-03-08 15:30,406.17,MSFT
2024-03-08 15:00,405.74,MSFT
2024-03-08 14:30,407.06,MSFT
2024-03-08 14:00,406.365,MSFT
2024-03-08 13:30,405.222,MSFT
2024-03-08 13:00,404.89,MSFT
2024-03-08 12:30,405.15,MSFT
2024-03-08 12:00,408.02,MSFT
2024-03-08 11:30,407.285,MSFT
2024-03-08 11:00,408,MSFT
2024-03-08 10:30,408.82,MSFT
2024-03-08 10:00,410.075,MSFT
2024-03-08 9:30,409.08,MSFT
2024-03-07 15:30,409,MSFT
2024-03-07 15:00,408.36,MSFT
2024-03-07 14:30,408.51,MSFT
2024-03-07 14:00,408.94,MSFT
2024-03-07 13:30,409.22,MSFT
2024-03-07 13:00,408.565,MSFT
2024-03-07 12:30,408.21,MSFT
2024-03-07 12:00,408.15,MSFT
2024-03-07 11:30,408.02,MSFT
2024-03-07 11:00,408.013,MSFT
2024-03-07 10:30,407.57,MSFT
2024-03-07 10:00,406.43,MSFT
2024-03-07 9:30,404.32,MSFT
2024-03-06 15:30,402.3,MSFT
2024-03-06 15:00,400.92,MSFT
2024-03-06 14:30,401.49,MSFT
2024-03-06 14:00,402.9,MSFT
2024-03-06 13:30,403.07,MSFT
2024-03-06 13:00,404.27,MSFT
2024-03-06 12:30,403.873,MSFT
2024-03-06 12:00,404.54,MSFT
2024-03-06 11:30,404.6,MSFT
2024-03-06 11:00,403.24,MSFT
2024-03-06 10:30,402.35,MSFT
2024-03-06 10:00,399.94,MSFT
2024-03-06 9:30,401.535,MSFT
2024-03-05 15:30,402.85,MSFT
2024-03-05 15:00,400.77,MSFT
2024-03-05 14:30,401.31,MSFT
2024-03-05 14:00,402.095,MSFT
2024-03-05 13:30,401.53,MSFT
2024-03-05 13:00,402.59,MSFT
2024-03-05 12:30,403.37,MSFT
2024-03-05 12:00,404.415,MSFT
2024-03-05 11:30,404.14,MSFT
2024-03-05 11:00,404.7,MSFT
2024-03-05 10:30,403.43,MSFT
2024-03-05 10:00,405.25,MSFT
2024-03-05 9:30,407.07,MSFT
2024-03-04 15:30,414.86,MSFT
2024-03-04 15:00,415.232,MSFT
2024-03-04 14:30,415.14,MSFT
2024-03-04 14:00,414.89,MSFT
2024-03-04 13:30,415.62,MSFT
2024-03-04 13:00,415.61,MSFT
2024-03-04 12:30,415.93,MSFT
2024-03-04 12:00,416.36,MSFT
2024-03-04 11:30,416.05,MSFT
2024-03-04 11:00,415.86,MSFT
2024-03-04 10:30,415.89,MSFT
2024-03-04 10:00,414.47,MSFT
2024-03-04 9:30,416.11,MSFT
2024-03-01 15:30,415.56,MSFT
2024-03-01 15:00,415.715,MSFT
2024-03-01 14:30,415.293,MSFT
2024-03-01 14:00,415.59,MSFT
2024-03-01 13:30,415.07,MSFT
2024-03-01 13:00,414.91,MSFT
2024-03-01 12:30,414.09,MSFT
2024-03-01 12:00,413.53,MSFT
2024-03-01 11:30,412.72,MSFT
2024-03-01 11:00,413.11,MSFT
2024-03-01 10:30,412.215,MSFT
2024-03-01 10:00,412.6,MSFT
2024-03-01 9:30,412.315,MSFT
2024-02-29 15:30,413.42,MSFT
2024-02-29 15:00,410.63,MSFT
2024-02-29 14:30,409.885,MSFT
2024-02-29 14:00,409.49,MSFT
2024-02-29 13:30,409.65,MSFT
2024-02-29 13:00,409.35,MSFT
2024-02-29 12:30,408.66,MSFT
2024-02-29 12:00,407.85,MSFT
2024-02-29 11:30,407.747,MSFT
2024-02-29 11:00,407.83,MSFT
2024-02-29 10:30,407.75,MSFT
2024-02-29 10:00,408.33,MSFT
2024-02-29 9:30,409.81,MSFT
2024-02-28 15:30,407.74,MSFT
2024-02-28 15:00,407.899,MSFT
2024-02-28 14:30,407.15,MSFT
2024-02-28 14:00,406.81,MSFT
2024-02-28 13:30,407.6,MSFT
2024-02-28 13:00,407.18,MSFT
2024-02-28 12:30,406.58,MSFT
2024-02-28 12:00,406.7,MSFT
2024-02-28 11:30,407.32,MSFT
2024-02-28 11:00,407.61,MSFT
2024-02-28 10:30,407.01,MSFT
2024-02-28 10:00,406.88,MSFT
2024-02-28 9:30,405.424,MSFT
2024-02-27 15:30,407.55,MSFT
2024-02-27 15:00,406.91,MSFT
2024-02-27 14:30,407.341,MSFT
2024-02-27 14:00,407.21,MSFT
2024-02-27 13:30,406.08,MSFT
2024-02-27 13:00,404.578,MSFT
2024-02-27 12:30,404.16,MSFT
2024-02-27 12:00,404.89,MSFT
2024-02-27 11:30,405.58,MSFT
2024-02-27 11:00,405.275,MSFT
2024-02-27 10:30,406.592,MSFT
2024-02-27 10:00,406.56,MSFT
2024-02-27 9:30,406.19,MSFT
2024-02-26 15:30,407.48,MSFT
2024-02-26 15:00,407.98,MSFT
2024-02-26 14:30,408.74,MSFT
2024-02-26 14:00,409.235,MSFT
2024-02-26 13:30,409.4,MSFT
2024-02-26 13:00,408.88,MSFT
2024-02-26 12:30,408.723,MSFT
