datetime,price,ticker
2024-03-08 9:30,170.73,AAPL
2024-03-08 10:00,170.73,AAPL
2024-03-08 10:30,170.73,AAPL
2024-03-08 11:00,170.73,AAPL
2024-03-08 11:30,170.73,AAPL
2024-03-08 12:00,170.73,AAPL
2024-03-08 12:30,170.73,AAPL
2024-03-08 13:00,170.73,AAPL
2024-03-08 13:30,170.73,AAPL
2024-03-08 14:00,170.73,AAPL
2024-03-08 14:30,170.73,AAPL
2024-03-08 15:00,170.73,AAPL
2024-03-08 15:30,170.73,AAPL
2024-03-08 16:00,170.73,AAPL
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
