datetime,price,ticker
2024-03-08 9:30,195.95,IBM
2024-03-08 10:00,195.95,IBM
2024-03-08 10:30,195.95,IBM
2024-03-08 11:00,195.95,IBM
2024-03-08 11:30,195.95,IBM
2024-03-08 12:00,195.95,IBM
2024-03-08 12:30,195.95,IBM
2024-03-08 13:00,195.95,IBM
2024-03-08 13:30,195.95,IBM
2024-03-08 14:00,195.95,IBM
2024-03-08 14:30,195.95,IBM
2024-03-08 15:00,195.95,IBM
2024-03-08 15:30,195.95,IBM
2024-03-08 16:00,195.95,IBM
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
