datetime,price,ticker
2024-02-21 13:00,180.99,IBM
2024-02-21 12:30,181.06,IBM
2024-02-21 12:00,181.03,IBM
2024-02-21 11:30,181.279,IBM
2024-02-21 11:00,181.4,IBM
2024-02-21 10:30,181.48,IBM
2024-02-21 10:00,181.35,IBM
2024-02-21 9:30,182.18,IBM
2024-02-20 15:30,183.45,IBM
2024-02-20 15:00,183.89,IBM
2024-02-20 14:30,183.83,IBM
2024-02-20 14:00,183.965,IBM
2024-02-20 13:30,184.08,IBM
2024-02-20 13:00,184.095,IBM
2024-02-20 12:30,184.48,IBM
2024-02-20 12:00,184.105,IBM
2024-02-20 11:30,184.44,IBM
2024-02-20 11:00,185.21,IBM
2024-02-20 10:30,185.2,IBM
2024-02-20 10:00,185.6,IBM
2024-02-20 9:30,187.015,IBM
2024-02-16 15:30,187.67,IBM
2024-02-16 15:00,187.781,IBM
2024-02-16 14:30,187.49,IBM
2024-02-16 14:00,187.63,IBM
2024-02-16 13:30,187.965,IBM
2024-02-16 13:00,187.69,IBM
2024-02-16 12:30,188.311,IBM
2024-02-16 12:00,188.55,IBM
2024-02-16 11:30,188.07,IBM
2024-02-16 11:00,187.78,IBM
2024-02-16 10:30,187.78,IBM
2024-02-16 10:00,187.8,IBM
2024-02-16 9:30,186.65,IBM
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
