datetime,price,ticker
2024-03-08 15:30,170.74,AAPL
2024-03-08 15:00,171.4,AAPL
2024-03-08 14:30,172.711,AAPL
2024-03-08 14:00,173.47,AAPL
2024-03-08 13:30,172.422,AAPL
2024-03-08 13:00,172.23,AAPL
2024-03-08 12:30,171.84,AAPL
2024-03-08 12:00,172.715,AAPL
2024-03-08 11:30,171.49,AAPL
2024-03-08 11:00,171.62,AAPL
2024-03-08 10:30,171.369,AAPL
2024-03-08 10:00,171.78,AAPL
2024-03-08 9:30,170.73,AAPL
2024-03-07 15:30,168.98,AAPL
2024-03-07 15:00,169.61,AAPL
2024-03-07 14:30,170.24,AAPL
2024-03-07 14:00,170.1,AAPL
2024-03-07 13:30,170.56,AAPL
2024-03-07 13:00,169.625,AAPL
2024-03-07 12:30,169.115,AAPL
2024-03-07 12:00,169.16,AAPL
2024-03-07 11:30,169.22,AAPL
2024-03-07 11:00,169.28,AAPL
2024-03-07 10:30,168.78,AAPL
2024-03-07 10:00,168.97,AAPL
2024-03-07 9:30,169.722,AAPL
2024-03-06 15:30,169.12,AAPL
2024-03-06 15:00,169,AAPL
2024-03-06 14:30,168.84,AAPL
2024-03-06 14:00,169.11,AAPL
2024-03-06 13:30,169.38,AAPL
2024-03-06 13:00,169.991,AAPL
2024-03-06 12:30,170.121,AAPL
2024-03-06 12:00,170.18,AAPL
2024-03-06 11:30,169.745,AAPL
2024-03-06 11:00,169.78,AAPL
2024-03-06 10:30,169.545,AAPL
2024-03-06 10:00,169.58,AAPL
2024-03-06 9:30,169.8,AAPL
2024-03-05 15:30,170.17,AAPL
2024-03-05 15:00,169.98,AAPL
2024-03-05 14:30,170.045,AAPL
2024-03-05 14:00,170.04,AAPL
2024-03-05 13:30,169.985,AAPL
2024-03-05 13:00,170.47,AAPL
2024-03-05 12:30,170.298,AAPL
2024-03-05 12:00,170.785,AAPL
2024-03-05 11:30,170.25,AAPL
2024-03-05 11:00,170.42,AAPL
2024-03-05 10:30,170.41,AAPL
2024-03-05 10:00,169.91,AAPL
2024-03-05 9:30,170.485,AAPL
2024-03-04 15:30,175.09,AAPL
2024-03-04 15:00,175.44,AAPL
2024-03-04 14:30,175.325,AAPL
2024-03-04 14:00,174.34,AAPL
2024-03-04 13:30,174.205,AAPL
2024-03-04 13:00,173.904,AAPL
2024-03-04 12:30,174.05,AAPL
2024-03-04 12:00,174.627,AAPL
2024-03-04 11:30,174.12,AAPL
2024-03-04 11:00,174.815,AAPL
2024-03-04 10:30,174.83,AAPL
2024-03-04 10:00,174.19,AAPL
2024-03-04 9:30,174.97,AAPL
2024-03-01 15:30,179.63,AAPL
2024-03-01 15:00,179.68,AAPL
2024-03-01 14:30,180.005,AAPL
2024-03-01 14:00,180.2,AAPL
2024-03-01 13:30,179.32,AAPL
2024-03-01 13:00,178.7,AAPL
2024-03-01 12:30,178.524,AAPL
2024-03-01 12:00,178.04,AAPL
2024-03-01 11:30,177.935,AAPL
2024-03-01 11:00,178.23,AAPL
2024-03-01 10:30,178.295,AAPL
2024-03-01 10:00,178.308,AAPL
